file_name,transcript,parl_intent_intent_1,parl_intent_intent_2,parl_intent_intent_3
6045_f8e299ea216c11ed906906dca2a745cd.wav,"- She want to carry some drugs- Okay, wait, sorry, sorry. Madam?- Sir?- You have not gotten your drugs. When last did you get drugs from Abuja?- Okay. The pharmacist have the list now.- You got-",Requesting clarification on a personal matter,Providing information to resolve a personal issue,Seeking assistance with a logistical problem
6046_cc08dde6216a11ed8ad206dca2a745cd.wav,"Escalate the security situation in nigeria as stakeholders,but as representative of the people mr.speaker i think it is important that this matter is been discussed on the floor",The speaker is urging the escalation of the security situation in Nigeria.,The speaker is seeking to bring attention to the issue on the floor for discussion.,The speaker is advocating for the consideration of the people's perspective on the matter.
6047_82da0caa216811ed8ad206dca2a745cd.wav,"People, we have this matter  to be tested in court [inaudible] yes the court has set it aside, yes, set aside? Our action? Yes, when? No it has been a judicial [inaudible] I will get it",Requesting clarification on the status of a court case,Seeking information about the timing of a judicial action,Providing context for a previous decision made by the court
6048_a693c9cc216f11edbed106dca2a745cd.wav,"An embarrassment for a government or a local government chairman to have  children roaming the streets, not in school, and until we take active political responsibility this will continue, the third level and I think that's where the house comes in is to identify ",The speaker is criticizing the government's handling of a social issue.,The speaker is calling for the government to take responsibility for addressing a problem.,The speaker is suggesting that the legislative body has a role to play in addressing the issue.
6049_1a74915e217611ed8ad206dca2a745cd.wav,have Lassa fever at home and [inaudible] bodies has been imported into Nigeria now. There has to be very high way of educating our people. We have to commend the effort of our government by ha-,The speaker is highlighting a public health concern and suggesting the need for education.,The speaker is expressing appreciation for the government's efforts in addressing the issue.,The speaker is emphasizing the importance of taking action to prevent the spread of the disease.
6050_2fc599a4217111edbed106dca2a745cd.wav,"that is not due for any entitlement. Mr. Speaker, there's another dimension to it, they call it house sourcing. They got a company, the company would warehouse all the ",The speaker is providing additional context to the discussion.,The speaker is introducing a new concept or idea.,The speaker is seeking to clarify or expand on a previous point.
6051_9eedcb96216a11ed906906dca2a745cd.wav,Inaudible policy that is put together by you Mr speaker. Mr speaker in the 1999 edition of peace index VIP which is described as  the inaudible of global peacefulness placed Nigeria among the 5.,The speaker is questioning the credibility of the policy mentioned.,The speaker is referencing a specific source to support their argument.,The speaker is highlighting Nigeria's ranking in a global peacefulness index.
6052_548d4594216b11ed8ad206dca2a745cd.wav,"State for public hearing, I never survived the, as the committee did not come up with a report, despite my willingness to sponsor the public hearing, in the 8th Assembly.",The speaker is expressing frustration with the committee's lack of action.,The speaker is highlighting their past efforts to facilitate the public hearing.,The speaker is implying that the committee's inaction is a failure of their responsibility.
6054_8e245854216d11edbed106dca2a745cd.wav,"Oversight of industry over this proposed growth over the next 10 years. Help us to plan for employment, for training, capacity, building, facilities and everything so that you can show that you have a bunch more effective and.",The speaker is seeking information to inform planning and decision-making regarding industry growth.,The speaker is requesting support for a comprehensive approach to managing industry development.,The speaker is advocating for a proactive and effective strategy to address the needs of industry growth.
6055_d9f3a8b0216e11ed9d4e06dca2a745cd.wav,"Of, of the, of the motion but I can not by deleting by just by mere talking but I believe that, the first prayer, I mean second prayer should be a jettison and a new prayer as proposed by the honourable members should be retained.",The speaker is advocating for a change to the current proposal.,The speaker is supporting the new prayer proposed by honourable members.,The speaker is suggesting a modification to the original motion.
6056_3db1c304216b11ed906906dca2a745cd.wav,"too (inaudible) and that is making sure, that we have qualified personnel, that will man this infrastructure, that we have when we construct this infrastructure. You know, the, what I have seen,",The speaker is emphasizing the importance of having qualified personnel for the infrastructure.,The speaker is expressing a concern about the qualifications of individuals who will be working on the infrastructure.,The speaker is highlighting a key consideration for the construction of the infrastructure.
6057_0392435a217611ed9d4e06dca2a745cd.wav,"Where the crude oil has gone down mr speaker, we find the crude oil has already gone down and there is no money to implement budget. That is why we are borrowing. But why? Where is the money we get before we come to the government. ",The speaker is questioning the government's financial management and the source of funds for borrowing.,The speaker is highlighting the contradiction between the decline in crude oil revenue and the government's inability to implement the budget.,The speaker is seeking an explanation for the government's decision to borrow money when there are no available funds.
6058_fad3baea217111ed9d4e06dca2a745cd.wav,"The need to investigate the death of Martins Chineme on the football pitch in Lafia Nasarawa State the house note that on March, 8 2020.",Requesting an investigation,Raising awareness about a specific incident,Noting a particular event for the record
6059_39db79c8216611ed9d4e06dca2a745cd.wav,I want to learn my voice to condemn the actions order. The executive rascality that is taking over the ask was assembly in Edo State Mr.,Condemning the actions of the executive in Edo State,Requesting the assembly to take action against the executive,Expressing concern over the state of governance in Edo State
6060_7e8d22b4217b11ed8fa106dca2a745cd.wav,"Being a major investment in human capital development education plays a critical role in long-term productivity and growth at both micro and macro levels, it goes a long way to say that without education ",The speaker is highlighting the importance of education in economic growth and productivity.,The speaker is emphasizing the long-term benefits of investing in human capital development through education.,The speaker is suggesting that education is crucial for both individual and societal success.
6061_d35d1690217711ed8fa106dca2a745cd.wav,"Sora up to the province of Diffa. In Niger Republic, this road was constructed as a surface trace Rd about. Almost 10. Years or more than 10 years ago. During the.",Providing background information,Establishing context,Requesting clarification
6062_79df53b0216a11ed9d4e06dca2a745cd.wav,For last year was about used throughout. So how can the our Committee of Finance there is the degrees of freedom so that whatever agreement that is reached or or the SH that should be what we should do because it will help the economy but.,The speaker is seeking to establish a connection between the previous year's actions and the current proposal.,The speaker is advocating for the Committee of Finance to have flexibility in reaching an agreement.,The speaker believes that the proposed action will have a positive impact on the economy.
6063_73ac6a9e216c11ed906906dca2a745cd.wav,"In a different in all perspective so I think that we should rethink very very fast, I think that we should go back to the drawing board and bring out a pragmatic approach to assert our independence, I think that we should.",The speaker is suggesting a change in approach to assert independence.,The speaker is advocating for a more pragmatic approach to a current issue.,The speaker is calling for a re-evaluation of the current strategy.
6064_67154d40216d11ed8fa106dca2a745cd.wav,[music]Urgent need to rescue the country from  over 30 billion annual revenue leakages.,The speaker is drawing attention to a pressing issue of significant financial loss.,The speaker is advocating for immediate action to address the financial crisis.,The speaker is highlighting the severity of the financial situation and the need for swift intervention.
6066_a45f9124216811ed9d4e06dca2a745cd.wav,"By the federal government just as in case of Saudi Arabia, where the government respond to (inaudible) Virus propose to establish state large provisional laboratory ",The speaker is proposing a policy initiative to establish a provisional laboratory.,The speaker is drawing a parallel between the federal government's actions and those of Saudi Arabia to justify a policy proposal.,"The speaker is seeking to establish a new institution or infrastructure, specifically a state laboratory."
6068_c2fad9c8217611edbed106dca2a745cd.wav,"naira only per each citizen. How we how can we make progress in this circumstance. Mr. Speaker, In my clime and other jurisdictions, I know we put ",The speaker is proposing a specific policy or solution.,The speaker is seeking a way to move forward or make progress on a particular issue.,The speaker is referencing a precedent or existing practice in other jurisdictions to inform their argument.
6069_f18df556216f11ed906906dca2a745cd.wav,Hundred nine hundred and fifty million naira only is for contribution to the development fund for capital expenditure for the year on NA thirty first day of december 2010 hounourable colleagues we are,The speaker is proposing a budget allocation for the development fund.,The speaker is providing justification for the proposed budget allocation.,The speaker is seeking the support of their colleagues for the proposed budget allocation.
6070_7d6406e0217211ed906906dca2a745cd.wav,"to make the progress on the other construction. Because, if you look at it, if you follows, even youth, you will know that they are watching serious [inaudible] we are not here",The speaker is attempting to emphasize the importance of making progress on another construction project.,"They are trying to convey that the current situation is being closely watched, particularly by youth.",The speaker is likely trying to justify or explain the urgency of the current situation.
6072_01ce109c216911ed9d4e06dca2a745cd.wav,I'm very happy about this bill and the act to make it more efficient the fire service because if you have the rescue service I guess we can now have an opportunity to better equip our fire,The speaker is expressing support for the proposed bill.,The speaker is providing justification for the bill by highlighting its potential benefits.,The speaker is suggesting a potential use case for the bill's provisions.
6073_e860669c217611ed906906dca2a745cd.wav,So you should always try to do everything in accordance with law nageria is law common by the rules and regulations laws i would should do not take law to our hands because it has,The speaker is emphasizing the importance of adhering to existing laws and regulations.,The speaker is cautioning against taking the law into one's own hands.,The speaker is advocating for a rule-based approach to governance.
6074_75af3eca217611ed906906dca2a745cd.wav,"For his or her role in the incidence, resolve to all the department of petroleum resources DPR to enforce his rule and guidelines by barning illegal cooking gas",The speaker is urging the Department of Petroleum Resources to strictly enforce its rules and guidelines.,The speaker is calling for the DPR to take action against illegal cooking gas activities.,The speaker is requesting the DPR to uphold its regulations and prevent unauthorized gas usage.
6075_7613b438217411ed8fa106dca2a745cd.wav,"Lose their lives silence please. [Inaudible] Mr Speaker, to urge the Federal government through the federal ministry of health to send a medical expert [inaudible] local government, as well as ",The speaker is requesting the government to take action on a specific issue.,The speaker is seeking the assistance of a medical expert to address a local concern.,The speaker is urging the government to take a proactive role in addressing a health-related issue.
6076_00da2ef4217911edbed106dca2a745cd.wav,"Burdening on human hospitality. Mr speaker, right here in Nigeria we are known as a nation that ",The speaker is highlighting a concern about the impact of a particular issue on the host country.,The speaker is drawing a parallel between the host country and their own nation to make a point.,The speaker is seeking recognition or acknowledgment of Nigeria's reputation in relation to the issue at hand.
6077_8360e2a6217811ed8fa106dca2a745cd.wav,"- informants when they were there. - You see, honestly you should understand the efforts the service chiefs put for this country. When they came in 2015, you see the ",Supporting a proposal,Providing justification,Contributing to formal proceedings
6078_47e0fb84216f11edbed106dca2a745cd.wav,"This bill Mr Speaker, if we can have a proper referral hospital one at least per geopolitical zone. All these issue of medical tourism would have been solved and most of our",The speaker is advocating for a policy change to establish a hospital in each geopolitical zone to address medical tourism issues.,The speaker is proposing a solution to a specific problem mentioned in the bill.,The speaker is providing a justification for a particular aspect of the bill.
6079_1e023726217c11ed8fa106dca2a745cd.wav,"Honorable Chinda, can you please second. My name is Kingsley Chinda, I represent Obiagbo Federal constituency, I am an Ikuere man from Rivers State. Mr Speaker, I rise to second the bill for the esta",The speaker is expressing their willingness to support a proposal.,The speaker is introducing themselves and their affiliation to establish credibility.,The speaker is formally participating in the legislative proceedings.
6080_f7a47f42217311ed8ad206dca2a745cd.wav," [inaudible] additional centers and supervisors as well as strict compliance with CDC guidelines of social distancing, handwashing, use of facemasks and sanitizers, we contain the spread of the virus. [inaudible]",The speaker is advocating for measures to prevent the spread of the virus.,The speaker is emphasizing the importance of following health guidelines to contain the virus.,The speaker is suggesting a comprehensive approach to mitigate the spread of the virus.
6081_dc6a3690216411ed906906dca2a745cd.wav,"[Inaudible]Civil defense, go ahead.The House you will recall that in August 2019, the federal government directed the Civil defense.",The speaker is reminding the House of a previous action taken by the federal government.,The speaker is setting the context for a discussion or proposal related to civil defense.,The speaker is providing background information to inform the current discussion or decision-making process.
6082_19c20536217911ed8fa106dca2a745cd.wav,"Legislature have a duty. We are duty bound to ensure that we protect the lives of Nigerians, the lives of of our fellow people. Mr Speaker relying on that I wish to say that and support equivocally the motion that the service chiefs should be invited ",Support the motion,Justify the need for action,Request action from the service chiefs
6083_b7126e18216d11edbed106dca2a745cd.wav,A quarterly law of 4.4 billion dollars as against the promise of 2.6 billion made in the first quarter of 2019 which is a testament to the fact that,Comparing the actual expenditure to a previous promise to highlight a discrepancy,Highlighting a significant increase in expenditure,Implying a lack of transparency or accountability in budgeting
6084_decd429e217b11ed8fa106dca2a745cd.wav,"Deserves. What are  the issues? Our constitution must not be allowed to be flouted at will. Nobody should have the power to choose when to inaugurate and a legislative assembly aware not to, because if we just give it at the discretion of any governor, any governor can decide that ",The speaker is expressing concern about the potential for abuse of power in the current system.,They are advocating for a more structured approach to the inauguration of legislative assemblies.,The speaker is highlighting the importance of upholding the constitution and preventing arbitrary decisions.
6085_bb5d18e0217411ed8ad206dca2a745cd.wav,"3000 Naira, in the name of going through another examination called Post-UTME squinting examination which is not bad by any law and the ",The speaker is questioning the legitimacy of the Post-UTME examination.,The speaker is expressing skepticism about the necessity of the Post-UTME examination.,The speaker is raising concerns about the fairness of the Post-UTME examination process.
6086_88c18cbc217011ed906906dca2a745cd.wav,"OK, those against saying they deserve it. Mr Speaker, horrible colleagues. Like I said, my name is Abu Ali Naji I, representing Kano East and West Federal constituency.",The speaker is expressing disagreement with the proposal.,The speaker is introducing themselves and their constituency.,The speaker is expressing strong negative emotions towards their colleagues.
6087_724459f4216811edbed106dca2a745cd.wav,"Make as our objective simply says this; it says that, under part 3 section, part 2 section 3 G, it says, assisting the identification of the poses of unlawful activities, the",The speaker is attempting to clarify the objective of the proposal.,The speaker is referencing a specific section of the law to support their argument.,"The speaker is highlighting the purpose of the proposal, which is to assist in identifying unlawful activities."
6088_b79a705a217811edbed106dca2a745cd.wav,"A civilian snatched his rifle to shoot him, whether injure him or shoot him to death. Mr speaker, we need re-orientation",The speaker is expressing concern for the safety of an individual and requesting the speaker to address the situation.,"The speaker is suggesting a need for a change in approach or perspective, possibly to prevent harm.",The speaker is seeking the speaker's attention and intervention to address a pressing issue.
6089_f652f4c2217b11ed8ad206dca2a745cd.wav,"By the special grace of God, I have the mandate of good people of Olumba north and south federal consistency. Mr speaker I’m from Anambra state the light of the nation.",The speaker is introducing themselves and their constituency.,The speaker is asserting their legitimacy and authority.,The speaker is setting the context for their contribution to the discussion.
6090_69aa2bf2217211ed8ad206dca2a745cd.wav,"Okay, if you're pushing for sexual harassment in the work place, yours gonna have to do a lot of work. [inaudible] I hear you snigger but the reason why I say so, there's a lot of sexual harassment in the work place but we're gonna have to get the definition very right",The speaker is expressing skepticism towards the proposal and warning of the potential consequences of its implementation.,The speaker is providing a justification for their stance by highlighting the complexity of the issue at hand.,The speaker is attempting to frame the discussion around the definition of sexual harassment in the workplace.
6091_f0605a3c217611ed9d4e06dca2a745cd.wav,"(Inaudible) What will be salient Issue, concerning the situation of this country what will be your Reaction?Hmmm First of all, my opinion about Obasanjo as a formal student union leader I look at him",The speaker is seeking clarification on the salient issue in the current situation of the country.,The speaker is providing an opinion about Obasanjo's leadership as a former student union leader.,The speaker is likely to provide a reaction or response to the current situation in the country.
6092_999b24ec216d11edbed106dca2a745cd.wav,"Portal, network security, Apart from the security being provided by our cloud providers, BTA has also spent good money to make sure our Network is secure, We have a thousand votes of licensed.",The speaker is providing justification for the security measures in place.,The speaker is highlighting the efforts made by BTA to ensure network security.,The speaker is addressing concerns about the security of the network.
6093_90ae7c12217211ed8ad206dca2a745cd.wav,""" When Nigeria assisted South Africa in attaining independence. We all aware what Nigeria did, how much it contributed to the...""",The speaker is referencing a historical event to establish a connection and build context for their argument.,The speaker is highlighting Nigeria's contribution to another country's independence to emphasize its relevance to the current discussion.,The speaker is setting the stage for a broader narrative or point they will make about Nigeria's role in international relations.
6094_8df7ebba217811edbed106dca2a745cd.wav,"fall for overhead bridge for, roundabout to enable easy passage of [inaudible] from communities along Jama'are [inaudible], you understand. That the intersection has become a death trap",The speaker is proposing a solution to improve traffic flow and safety at a specific intersection.,The speaker is highlighting a pressing issue with the current state of the intersection.,The speaker is seeking understanding and acknowledgment from their audience regarding the severity of the problem.
6095_a619a868217911ed906906dca2a745cd.wav,"Has to be downsided in every part of the federation...Mr speaker and noble college,The fact that the justice centre in canon...is not working,is important to the fact that we cant get it right.",The speaker is highlighting a critical issue with the justice centre in the federation.,The speaker is emphasizing the importance of addressing the problem for overall success.,The speaker is drawing attention to a key factor hindering progress in the federation.
6096_4fac7930217211ed8fa106dca2a745cd.wav,"The issue is, like I said during documentation [inaudible] okay. In the process of documentation ",Clarifying previous statements,Requesting understanding or confirmation,Providing context for the current discussion
6097_22a429e4217511ed9d4e06dca2a745cd.wav,"and implement interventions to help the most vulnerable of our citizens get through this trying -to give a brief introduction and background of what we are doing; an overview of the 2020 fiscal outcomes, from January to June 2020",The speaker is providing an introduction to the topic and setting the context for the discussion.,The speaker aims to inform the audience about the fiscal outcomes from January to June 2020.,The speaker is attempting to establish a connection between the current situation and the proposed interventions.
6098_c3cfe5b4217611edbed106dca2a745cd.wav,"done and the budget is been brought. What if in the wisdom of this parliament, and in the understanding that Nigerians are bearing burden of so much tax?We don't approve the",The speaker is questioning the justification for approving the budget.,The speaker is expressing concern about the burden of taxes on Nigerians.,The speaker is opposing the approval of the budget.
6099_cbae8992217c11ed8fa106dca2a745cd.wav,"MDA's the budget will be implemented we can say everything we want to say if at the end of the day the budget, is not implemented the naira and kobo will not trickle down to the common man in this country ","The speaker is warning that if the budget is not implemented, its benefits will not reach the general public.",The speaker is emphasizing the importance of implementing the budget for the welfare of the common man.,The speaker is cautioning that failure to implement the budget will have negative consequences for the people.
6100_25d80140217411ed9d4e06dca2a745cd.wav,"before you embark on a protest, was there a planning - where is the planning report? And where is the bill of quantity? Because, it is against the bill of quantity that you apportion values to the various contracts component. So we need this. Infact, Mr chairman ",The speaker is requesting information regarding the planning report and bill of quantity before proceeding with a protest.,The speaker is seeking clarification on the allocation of values to contracts based on the bill of quantity.,"The speaker is questioning the lack of necessary documentation for a protest, specifically the planning report and bill of quantity."
6101_eccf52c2216411ed9d4e06dca2a745cd.wav,It is very clear and I want to thank Mr president for being honest  with this budget. He acknowledged ,Express gratitude to the president for honesty,Acknowledge the president's acknowledgment of the budget,Show appreciation for transparency in budget discussion
6102_6ab7183e216811edbed106dca2a745cd.wav,[inaudible] of this guideline. [inaudible] Mr Chairman. Be mindful of the fact that it could be very difficult to make extrapolations. You know you,The speaker is seeking the chair's attention to make a point.,The speaker is cautioning against making assumptions or drawing conclusions without careful consideration.,The speaker is expressing a concern or reservation about the potential implications of the guideline.
6103_c89548ec217011ed9d4e06dca2a745cd.wav,"Is anybody want to speak again here speaking or against? Okay. Question Is that the bill will now read the second time, those in favour please say ""aye"", ""aye"" those against please say ""nay"", the ""ayes"" have it. Bill referred to Committee on Solid Minerals. Honourable Speaker, [inaudible]",The speaker is calling for a vote on the bill.,The speaker is referring the bill to a committee for further review.,The speaker is concluding the current stage of the proceedings.
6105_4b43729e216e11ed906906dca2a745cd.wav,"At the, isolation centers. Enough oxygen should be reticulated in all our health facilities, especially the emergency and intensive care unit. Mandate the house committee on health, services and health institution to  ",The speaker is requesting the committee on health to take action on a specific issue.,The speaker is emphasizing the importance of providing sufficient oxygen in health facilities.,The speaker is proposing a mandate for the committee on health to address a particular concern.
6106_eb5a0462216b11ed8ad206dca2a745cd.wav,"Fifty years down the road, if anything goes wrong they can go into the data base and track that person. But today if a child is born nobody cares, and after thirty years this guy starts to carry gun",The speaker is expressing concern about the lack of accountability in current systems.,The speaker is highlighting the need for a more effective tracking mechanism for individuals with a history of issues.,"The speaker is suggesting that the current system fails to provide adequate oversight, particularly for individuals who may pose a risk to society."
6107_88e831e4217211ed906906dca2a745cd.wav,"Having the right content, the quality of education, teachers that are properly remunerated and motivated. But when we look at the structure. Are there political infrastructure ",The speaker is evaluating the current state of education and its infrastructure.,The speaker is highlighting the importance of addressing the structural issues in education.,The speaker is setting the stage for a discussion on the underlying framework of the education system.
6108_d2e7bada216d11ed906906dca2a745cd.wav,"that it will double before the end of this year, and i have brought this motion here with thoughtless of humanity and patriotism. we know that this nation is bleeding , people are suffering and we are talking of increasing tax",The speaker is expressing concern for the nation's well-being and the impact of the proposed action on its citizens.,The speaker is advocating for a change in policy or action to address the suffering of the nation's people.,The speaker is questioning the timing and appropriateness of increasing tax in light of the nation's current state.
6109_02c87ce6217b11ed906906dca2a745cd.wav,"I want to use this opportunity to say, now that Chief Martins Oke is here, to say what had happened between us and British airways in the past so that you could see how cantankerous they can be and how their attitude is towards us ",The speaker is attempting to set the context for a discussion about a past issue with British Airways.,The speaker is trying to establish a negative precedent to justify a current stance or proposal.,The speaker is seeking to inform the audience about a past experience with British Airways to influence their perspective.
6110_8d2abcee217811ed8ad206dca2a745cd.wav,To UNCLE for example Owens by calling me tell the temperature etcetera etcetera we are going going on remember the amount of.,The speaker is seeking clarification on a specific point.,The speaker is attempting to draw attention to a particular issue.,The speaker is trying to refocus the discussion on a key aspect.
6111_2376430c217511edbed106dca2a745cd.wav,"[inaudible] regulatory framework and resource limitations. The establishment of the National Blood Service Commission, is something we have looked forward to, because it will effectively address these barriers. There is also with need to address the variability ",The speaker is supporting the establishment of the National Blood Service Commission to address regulatory framework and resource limitations.,The speaker is providing justification for the establishment of the National Blood Service Commission.,The speaker is highlighting the need to address the variability in the current system.
6112_3da0ac5a216511ed8fa106dca2a745cd.wav,It's important. Because Nigeria is the most populous country in Black Africa. And if nothing is done to curtail this ,The speaker is emphasizing the significance of addressing the issue at hand.,The speaker is providing context to justify the need for action.,The speaker is warning about the potential consequences of inaction.
6113_4473fb22217411edbed106dca2a745cd.wav,Did before it eventually becomes a law so all these are part of publicizing the bill. It not just when it becomes a law. While the process is on it adequate publicity ,The speaker is emphasizing the importance of public awareness during the legislative process.,The speaker is highlighting the distinction between the bill's publicity during its passage and after it becomes a law.,The speaker is advocating for sufficient communication and transparency throughout the legislative process.
6114_ba7c769c217311ed9d4e06dca2a745cd.wav,"[inaudible], when in the United States of America, you hear announcement at the airport that first personnel, first class passengers going to use the lounge, ",The speaker is drawing a comparison between the United States and the country being discussed to highlight a specific practice or policy.,The speaker is attempting to illustrate a point or make an analogy to facilitate understanding.,The speaker is providing an example or anecdote to support their argument or point.
6115_ba924298216d11edbed106dca2a745cd.wav,To direct its  energy the sources and focus  on how to depositing of economic for independence in all to affect the nomic in portion.No 2 also ,The speaker is attempting to refocus the discussion on the economic aspects of independence.,The speaker is trying to emphasize the importance of directing energy towards achieving economic independence.,The speaker is suggesting a shift in priorities to address the economic implications of independence.
6116_66891bfa216c11edbed106dca2a745cd.wav,Or indeed remove those checkpoint on the highways to take them to nation border crossing or airport which are the proper point to mount checkpoint. ,The speaker is suggesting an alternative location for checkpoints.,The speaker is proposing a change in the current checkpoint placement.,The speaker is advocating for a more targeted approach to checkpoint placement.
6117_04f246c4216b11ed906906dca2a745cd.wav,Of already employed Nigerians in various professions who are physically fit and between the ages of twenty-one and fifty years and who unlike their regular counterparts will not be harm even when ,To propose an amendment to the existing policy regarding employed Nigerians,To justify the inclusion of specific age and health criteria for employed Nigerians,To clarify the distinction between employed and regular Nigerians
6118_643a6c70217411ed8fa106dca2a745cd.wav,On  the need to investigate the allegations of corruption in the National Universities commission (NUC) during its accreditation of universities. The house notes that the National Universities commission (NUC).,The speaker is calling for an investigation into allegations of corruption within the National Universities commission.,The speaker is highlighting the need for scrutiny of the National Universities commission's accreditation process.,The speaker is bringing to the attention of the house potential wrongdoing by the National Universities commission.
6119_6b0f0f46216b11ed9d4e06dca2a745cd.wav,"In view of this submission, I want to call on the honourable house to consider this motion as well as the attachment. I call on the  federal government and all the relevant entities involved in the budgeting process to return this country. ",The speaker is requesting the honourable house to consider a motion and its attachment.,The speaker is urging the federal government and relevant entities to take action to return the country to a desired state.,The speaker is formally bringing attention to the motion and its attachment for consideration by the honourable house.
6120_d6f352ba217711ed8ad206dca2a745cd.wav,"Is here to clear is name. Whether it's speculation or not, you must agree that words, words especially in the political season that we are have meaning and carry a lot of weight. There are subliminal meanings that can be sent ",The speaker is attempting to emphasize the significance of words in the political context.,The speaker is highlighting the potential for words to convey hidden meanings.,The speaker is setting the tone for a discussion about the impact of language in politics.
6121_52cd6916217311edbed106dca2a745cd.wav,"3 The audience frame parties to maintain such a school pending the outcome of this investigation. Those in support of this motion and its prayers, please say aye, those against his say, nay the eyes.",The speaker is requesting a vote on the motion.,The speaker is seeking to gauge support for the motion.,The speaker is formalizing the voting process for the motion.
6122_8df02fd0217611ed906906dca2a745cd.wav,"Mr. speaker, one of my colleague has said it all that there is one, it is one thing to pass the budget, it is another for the house to actually ask questions as to how these funds are been applied. Mr. speaker you would understand",The speaker is questioning the accountability of the house in the budget allocation process.,The speaker is highlighting the importance of oversight in the budget implementation.,"The speaker is suggesting that passing the budget is not enough, and further scrutiny is necessary."
6123_69617186217811ed9d4e06dca2a745cd.wav,"Pass through, I lead my voice to this very wonderful legislation. Which will be one of the best this House have passed in the 9th Assembly. Right Honourable Speaker, if you look at it, most of our local loans collected by state are.",The speaker is expressing support for the proposed legislation.,The speaker is providing a positive assessment of the legislation's potential impact.,The speaker is drawing attention to the significance of the legislation in the context of the current Assembly.
6124_27b2602a216811ed8fa106dca2a745cd.wav,"Of Boko Haram, militancy, kidnapping. I believe establishing an institution of this nature will do a lot of good for the people of the North Eastern part of this country. It will do a lot of good for the people of true North Central,do a lot of good for the people of virtually every zone of the....",The speaker is advocating for the establishment of an institution to address the issues of Boko Haram and militancy.,The speaker believes that this institution will have a positive impact on the people of the North Eastern and North Central regions.,The speaker is attempting to persuade the audience that the proposed institution will benefit various zones in the country.
6125_426e2162216611ed9d4e06dca2a745cd.wav,"[inaudible] My understanding of this motion is that for police men in their various posting to be using local vigilantes, local [inaudible]",Requesting clarification on the specifics of the motion,Providing an interpretation of the motion's scope,Seeking to understand the proposed use of local vigilantes by police
6126_2b4ddb0e217411edbed106dca2a745cd.wav,[inaufible] Is doing its job. S eriously as it should many of this problems will medigated but will appear that either that agency  is suffering from on the funding ,Supporting a proposal,Providing justification,Requesting clarification
6127_618f1050216c11ed8fa106dca2a745cd.wav,"Ohh, structurally, historically maybe that's why I'm developing much Gray here. This organization is the oldest agency in the whole of Nigeria. So it from our available archive report we have record as far back.",To provide historical context for the organization's significance,To emphasize the organization's long-standing presence in Nigeria,To justify the speaker's perspective on the organization's development
6128_2e9aecb4217611ed9d4e06dca2a745cd.wav,"Which some define the symptoms to include; loss of the sense of smell, sense of taste, fever, weakness, vomiting and stooling. The house further note",To inform the house about the symptoms of a particular condition.,To provide a list of characteristics associated with the condition.,To bring the symptoms to the attention of the legislative body.
6129_fffc4f0e216d11edbed106dca2a745cd.wav,"That was his own share of the money they abscond with. Up to the end of the committee's sitting, the remaining five-four soldiers, were still at",The speaker is questioning the distribution of funds and suggesting that some individuals may have misappropriated money.,The speaker is highlighting the remaining number of soldiers and possibly implying a concern about their presence or absence.,The speaker is providing additional context about the committee's activities and the number of soldiers involved.
6131_554a7fe0216811ed8fa106dca2a745cd.wav,"On how to curb the insecurity issues of this nation. We are doing our best as legislators. However, we must enforce and or ensure the implemention of our resolutions on the insecurity issues ",The speaker is proposing a solution to address the nation's insecurity issues.,The speaker is taking responsibility for the current state of insecurity and acknowledging the need for action.,The speaker is emphasizing the importance of implementing existing resolutions to tackle insecurity.
6132_af368894217411edbed106dca2a745cd.wav,"We have experienced this progressive uh, deterioration. No, I never hear [inaudible]. The last time they did power sector reform. That ICT something now. It was only the...Eh? Last leg of the chain, that is distribution, that was eh, privatised. Eh eh? Is a value chain. You have gene- ",Providing justification,Requesting clarification,Contributing to formal proceedings
6133_9e3ec428217611edbed106dca2a745cd.wav,"My nine budget and I believe there are many here like the man of God and eh deputy speaker, who have had over, twelve  ",The speaker is introducing themselves and acknowledging the presence of other notable figures in the room.,"The speaker is attempting to establish a connection with their audience, possibly to build rapport or credibility.","The speaker is setting the tone for their participation in the discussion, possibly to convey their level of experience or expertise."
6135_daa43e32216411ed8fa106dca2a745cd.wav,"...entire House of Representatives. The house recalls that on Thursday 25th of April, 2019, consider the report of the committee on public petition and consequently resolve to all corporate...",The speaker is bringing up a previous report for consideration by the House of Representatives.,The speaker is requesting the House to take action on a report submitted by the committee on public petition.,The speaker is formally bringing a matter to the attention of the House of Representatives for resolution.
6137_5afb634e216a11ed906906dca2a745cd.wav,"The contract, Another reason why we are going that route is because this items were actually to be procured since 2012. The proposal started since 2011. so these are",The speaker is providing justification for a decision or action by referencing historical context.,The speaker is attempting to establish a timeline or sequence of events to support their argument.,The speaker is highlighting the length of time that certain items have been planned or intended for procurement.
6138_7d157eae217b11ed8fa106dca2a745cd.wav,Public voices..The influence the disletic quality making process and improve and comes it Is a novele tradition and I am glad that  seven of you have gover to participate in todays editions,The speaker is expressing appreciation for the participation of some members in the current edition.,The speaker is highlighting the importance of public voices in the legislative process.,"The speaker is introducing a new tradition or idea, likely related to the legislative quality improvement process."
